full_text,sentiment,clean_full_text,word_count,text_preprocessed
@kikysaputrii @prabowo Minta maaf itu setelah bilang omon omon langsung bukan pas acara debat setelah tantrum sepanjang waktu kampanye bully Anies.. minta maafnya untuk nyari simpati aja! Netral nih yeee.. Btw makasih udah roasting Cak Imin dan Anies Baswedan.. itu blunder 02 terbesar ,netral,   Minta maaf itu setelah bilang omong omon langsung bukan pas acara debat setelah tantrum sepanjang waktu kampanye menggertak Anies.. meminta maafnya untuk cari simpati aja! Netral nih yeee.. Btw terima kasih sudah panggang Cak Imin dan Anies Baswedan.. itu kesalahan ceroboh 02 terbesar  ,43,maaf bilang omong omon langsung pas acara debat tantrum kampanye gertak anies maaf cari simpati netral ini hore omong omong terima kasih panggang cak imin anies baswedan salah ceroboh besar
@hasmibakhtiar Menarik sekali si Hasmi ini. Di satu sisi banyak cuitan Palestina. Di sisi lain pendukung gemoy dan nampaknya demam perubahan. Dia menyerang Pak Anies. Bagi gue yg penting Amin aja dulu.,netral,  Menarik sekali si Hasmi ini. Di satu sisi banyak cuitan Palestina. Di sisi lain pendukung gemoi dan tampaknya demam perubahan. Dia menyerang Pak Anies. Bagi saya yang penting Amin saja dulu. ,31,tarik si hasmi sisi cuit palestina sisi dukung gemoi demam ubah serang anies amin
Gibran tanyakan soal State of the Global Islamic Economy atau SGIE pada Muhaimin Iskandar atau Cak Imin. Debat Cawapres untuk Pilpres 2024 digelar di JCC Jakarta Jumat (22/12). Ketiga cawapres Muhaimin Iskandar atau Cak Imin Gibran Rakabuming Raka dan Mahfud MD beradu https://t.co/j9NI3Xvkmz,netral, Gibran tanyakan soal State dari itu Global Islamic Economy atau SGIE pada Muhaimin Iskandar atau Cak Imin. Debat Cawapres untuk Pilpres 2024 digelar di JCC Jakarta Jumat (22/12). Ketiga cawapres Muhaimin Iskandar atau Cak Imin Gibran Rakabuming Raka dan Mahfud MD beradu  ,42,gibran global islamik ekonomi sgie muhaimin iskandar cak imin debat cawapres pilpres gelar jcc jakarta jumat tiga cawapres memuhaim iskandar cak im gibr rakabuming raka mahfud md adu
Muhaimin Berharap Kenaikan Elektabilitas dari Debat Capres Pamungkas Malam Ini https://t.co/nYESuQrMfW #TempoNasional,netral, Muhaimin Berharap Kenaikan Elektabilitas dari Debat Capres Pamungkas Malam Ini   ,10,muhaimin harap kenaikan elektabilitas debat capres pamungkas malam
@ekokuntadhi1 @ganjarpranowo Menurut aku yg pantas pimpin Indonesia memang pak anies baswedan.... Klo prabowo melanjutkan rezim ini sama saja tambah bikin ruwet lg tambh gak jelas cuma omdo.,netral,   Menurut saya yang pantas pimpin Indonesia memang pak anies baswedan.... Klo prabowo melanjutkan rezim ini sama saja tambah bikin ruwet lagi tambah tidak jelas cuma omdo. ,26,pimpin indonesia anies baswedan prabowo lanjut rezim bikin ruwet omong
@yaniarsim @gibran_tweet 1001 tipu muslihat d siapkan tim Paslon 02 untuk cawapresnya biar gak plonga plongo.,netral,   1001 tipu muslihat  siapkan tim Paslon 02 untuk cawapresnya biar tidak planga plongo. ,13,tipu muslihat siap tim paslon cawapresnya biar planga plongo
SGIE itu banyak kepanjangannya Gibran cuma nanya sebagai ketua PKB Gus Muhaimin pasti tau bagaimana cara meningkatkan SGIE....ga mutuuuu,netral, SGIE itu banyak kepanjangannya Gibran cuma tanya  sebagai ketua PKB Gus Muhaimin pasti tahu bagaimana cara meningkatkan SGIE....ga mutu ,19,sgie panjang gibran ketua pkb gus muhaimin tingkat sgie mutu
@KRMTRoySuryo1 mending turu pak daripada ngomong ngan ngong ngga ada ujungnya. masih bagusan pak mahfud ‍,netral,  mending tidur pak daripada omong ngang ngong tidak ada ujungnya. masih bagusan pak mahfud ‍ ,15,mending tidur omong kang ong ujung bagus mahfud
Kalau lihat ini yg gak ada etika adalah prabowo pak anies hendak mendatangi mengit pak ganjar. Prabowo langsung kabur buang muka. Bener gak menurut kalian?,netral, Kalau lihat ini yang tidak ada etika adalah prabowo pak anies hendak mendatangi mengit pak ganjar. Prabowo langsung kabur buang muka. Bener tidak menurut kalian? ,25,lihat etika prabowo anies kit ganjar prabowo langsung kabur buang muka
@astavi57 @narkosun @gibran_tweet Jumlahnya ngalahin total jumlah penduduk lndonesia saat ini yang komposisinya juga umur dari 0-70 tahun lebih,netral,    Jumlahnya mengalahkan total jumlah penduduk indoneisa saat ini yang komposisinya juga umur dari 0-70 tahun lebih ,16,alah total duduk indoneisa komposisi umur
Saya bukan pendukung Anies saya hanyalah anak muda yang benar-benar ingin melihat Indonesia jadi lebih baik kedepan.,positif, Saya bukan pendukung Anies saya hanyalah anak muda yang benar benar ingin melihat Indonesia jadi lebih baik kedepan. ,18,dukung anies anak muda indonesia
@ridwanhr Bener bgt bang :(,netral,  Bener sekali  bang :( ,4,bang
Debat Ketiga: Anies dan Ganjar Kuasai Materi Prabowo Penuh Emosi https://t.co/SpO0V39EcJ,netral, Debat Ketiga: Anies dan Ganjar Kuasai Materi Prabowo Penuh Emosi  ,10,debat tiga anies ganjar kuasa materi prabowo penuh emosi
@MelodiAsyik Mahfud terlalu islam sentris seolah2 agama lain gak ada.,negatif,  Mahfud terlalu islam sentris seolah olah agama lain tidak ada. ,10,mahfud islam sentris olah agama
Dalam pandangan Ganjar-Mahfud wajib pajak adalah mitra dalam membangun keadilan sosial dan ekonomi. @skyuupp Top ! Sat Set https://t.co/i7I7yRoJoE,positif, Dalam pandangan Ganjar-Mahfud wajib pajak adalah mitra dalam membangun keadilan sosial dan ekonomi.  Top ! Sat Set  ,17,pandang ganjar mahfud wajib pajak mitra bangun adil sosial ekonomi top sat set
@xquitavee @mohmahfudmd Punya cawapres songong aja bangga..ditanya jwbmya suruh googling giliran digoogling gk ada satupun investor ingat prof mahfud itu menteri jd beliau psti tau dasar awokwokwok,netral,   Punya cawapres sombong saja bangga..ditanya jawabannya suruh googling giliran di googling tidak ada satupun investor ingat profesor mahfud itu menteri jadi beliau pasti  tahu dasar ha ,26,cawapres sombong bangga jawab suruh googling gilir googling satu investor profesor mahfud menteri beliau dasar ha
Respon Anies dan Prabowo soal tak saling salaman usai debat. #DebatCapres https://t.co/qqacgnIl9l,netral, Respon Anies dan Prabowo soal tidak saling salaman usai debat.   ,10,respon anies prabowo salam debat
@giesgye @tn_arya @abu_waras Anies 9 Cak imin 7 Prabowo 4 Gibran 5 Ganjar 6 Mafud 8,positif,    Anies 9 Cak imin 7 Prabowo 4 Gibran 5 Ganjar 6 Mafud 8 ,13,anies cak imin prabowo gibran ganjar mahfud
@KompasTV Kara Muhaimin Iskandar Zulkifli Hasan selalu memilih calon presiden yg kalah ,netral,  Kara Muhaimin Iskandar Zulkifli Hasan selalu memilih calon presiden yang kalah  ,11,kara muhaimin iskandar zulkifli hasan pilih calon presiden kalah
PAN Sindir Anies Tidak Layak Gabungkan Perubahan. Karena partai mengusung Nasdem dan PKB bagian dari Pemerintahan. #anies #AniesPendukungOrmasRadikal #aniesantekasing #aniespolitikuang #aniespolitikidentitas #aniespengkhianat https://t.co/7ZPxl1FPDA,negatif, PAN Sindir Anies Tidak Layak Gabungkan Perubahan. Karena partai mengusung Nasdem dan PKB bagian dari Pemerintahan.        ,16,sindir anies layak gabung ubah partai usung nasdem pkb perintah
@NdrewsTjan kenapa anies gak pernah jadi tersangka kalo emang korupsi simple broo prabowo malah jendral pecatan itu fakta,netral,  kenapa anies tidak pernah jadi tersangka kalau memang korupsi sederhana saudara prabowo malah jenderal pecatan itu fakta ,17,anies sangka korupsi sederhana saudara prabowo jenderal pecat fakta
@aniesbaswedan Pak Anis cak Imin payah tp semangat pak Anis bismilah alfatehah Anis Rasyid Baswedan muhaimin Iskandar presiden RI 1 aamiin,netral,  Pak Anis cak Imin payah tapi semangat pak Anis bismillah alfatihah Anis Rasyid Baswedan muhaimin Iskandar presiden RI 1 amin ,20,anies cak imin payah semangat anies bismillah alfatihah anies rasyid baswedan muhaimin iskandar presiden ri amin
@TirtoID all in ganjar mahfud,positif,  semua ini ganjar mahfud ,4,ganjar mahfud
@jjjaengels Yaudah memang pak anies itu cocok jdi dosen saja tidak cocok jd eksekutor. Teorinya bagus eksekusinya tidak. memang gaada dri yg ketiga itu sekaliber jokowi tp kan kita tdk hny pilih presidenny lihat king makernya jg gnjar megawati anies surya paloh prabowo dblkngny jokow,negatif,  Yaudah memang pak anies itu cocok jadi dosen saja tidak cocok jadi eksekutor. Teorinya bagus eksekusinya tidak. memang tidak ada dari  yang ketiga itu sekali ber jokowi tapi kan kita tidak hanya  pilih presidennya lihat raja pembuat juga  ganjar megawati anies surya paloh prabowo di belakangnya jokowi ,47,iya anies cocok dosen cocok eksekutor teori bagus eksekusi tiga ber jokowi pilih presiden lihat raja buat ganjar megawati anies surya paloh prabowo belakang jokow
Ganjar - Mahfud adalah pasangan yang siap memimpin Indonesia menuju kemajuan jadi jangan ragu untuk memilih mereka. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @azrycha #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/XcG6ZoLfmh,positif, Ganjar - Mahfud adalah pasangan yang siap memimpin Indonesia menuju kemajuan jadi jangan ragu untuk memilih mereka. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan      ,22,ganjar mahfud pasang pimpin indonesia maju ragu pilih ganda sejahtera raih makmur lanjut
Mahfud MD penasihat hebat melengkapi strategi Ganjar Pranowo agar akses pendidikan tinggi merata dan adil . Ganjar Pranowo hanya yang terbaik untuk rakyat @P33kali #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 https://t.co/mz2V5xOfGA,positif, Mahfud MD penasihat hebat melengkapi strategi Ganjar Pranowo agar akses pendidikan tinggi merata dan adil . Ganjar Pranowo hanya yang terbaik untuk rakyat      ,23,mahfud md nasihat hebat lengkap strategi ganjar pranowo akses pendidikan rata adil ganjar pranowo baik rakyat
@Miduk17 Debat malam tadi orang cuma perhatiin prabowo dan wan bacot orang2 kayaknya gak ada yg perhatiin ganjar kasihan seolah dia tidak ada,netral,  Debat malam tadi orang cuma perhatikan prabowo dan wan bacot orang orang kayaknya tidak ada yang perhatikan ganjar kasihan seolah dia tidak ada ,23,debat malam orang perhati prabowo wan bacot orang orang kayak perhati ganjar kasihan
@kikysaputrii @gibran_tweet Knpa ada logo uzumaki dijaket samsul? Ada yg bisa jawab?,netral,   Knpa ada logo uzumaki di jaket samsul? Ada yang bisa jawab? ,11,logo uzumaki jaket samsul
@BangPakat @budimandjatmiko @gibran_tweet Saya juga mau muntah malu liat sekelas debat WAPRES tapi kelakuan gitu. ,netral,    Saya juga mau muntah malu lihat sekelas debat WAPRES tapi kelakuan gitu.  ,12,muntah malu lihat kelas debat wapres laku
@liputan6dotcom The best pak mahfud,positif,  The terbaik pak mahfud ,4,baik mahfud
Ganjar-Mahfud menyadari pentingnya memberantas penipuan di sektor keuangan untuk melindungi masyarakat dari kerugian finansial yang tidak perlu. @Sennkuyy Top ! Sat Set https://t.co/LPilhih5EF,positif, Ganjar-Mahfud menyadari pentingnya memberantas penipuan di sektor keuangan untuk melindungi masyarakat dari kerugian finansial yang tidak perlu.  Top ! Sat Set  ,21,ganjar mahfud sadar berantas tipu sektor uang lindung masyarakat rugi finansial top sat set
Ganjar-Mahfud melibatkan seluruh lapisan masyarakat dalam merancang kebijakan perdagangan yang berkeadilan. @WindiYa91389022 Top ! Pasti Lebih Baik https://t.co/vdC6BYxKPc,positif, Ganjar-Mahfud melibatkan seluruh lapisan masyarakat dalam merancang kebijakan perdagangan yang berkeadilan.  Top ! Pasti Lebih Baik  ,16,ganjar mahfud libat lapis masyarakat rancang bija dagang adil top
@abu_waras Secara fair harus dikatakan Gibran mendominasi Mahfud santai datar Muhaimin keselepet eh kepeleset.,negatif,  Secara adil harus dikatakan Gibran mendominasi Mahfud santai datar Muhaimin keslepet eh kepeleset. ,13,adil gibran dominasi mahfud santai datar muhaimin keslepet eh kepleset
@gibran_tweet Dulu pak muhaimin pernah ikut potong tumpeng di IKN kenapa jadi nggak konsisten gini BRO @gibran_tweet YOU JUST BURN EM LMFAO https://t.co/jB3H2tLfEW,netral,  Dulu pak muhaimin pernah ikut potong tumpeng di IKN kenapa jadi tidak konsisten begini BRO  YOU JUST BURN EM LMFAO  ,20,muhaimin potong tumpeng ikn konsisten saudara bakar m lmfao
@moorgncly @kyuskiess @zainalarif1995 Apa kabar pas debat pertama kak? apa kabar gibran nyerang pribadi muhaimin? Harus adil &amp; objektif dong klo menilai,positif,    Apa kabar pas debat pertama kak? apa kabar gibran serang pribadi muhaimin? Harus adil &amp; objektif dong kalau menilai ,19,kabar pas debat kak kabar gibran serang pribadi muhaimin adil objektif nilai
Siapa Presiden Indonesia 2024 - ANIS-MUHAIMIN - 50.1% - PRABOWO-GIBRAN - 5.1% - GANJAR-MAHFUD - 45.3% Total Votes : 238011 Berikan vote anda klik link https://t.co/FY9sr7x2LP Tolong retweet dan mention teman-temanmu ya. Terima kasih https://t.co/omzpdG98o4,netral, Siapa Presiden Indonesia 2024 - ANIS-MUHAIMIN - 50.1% - PRABOWO-GIBRAN - 5.1% - GANJAR-MAHFUD - 45.3% Total Votes : 238011 Berikan memilih anda klik tautan  Tolong tweet ulang dan menyebutkan teman-temanmu ya. Terima kasih  ,34,presiden indonesia anies muhaimin prabowo gibran ganjar mahfud total suara pilih klik taut tolong tweet ulang teman teman iya terima kasih
@Mohjamal27 @sayonaraji1 @AnggaPutraF Yup Cak Imin harus sejalan dengan Pak Anies. Apalagi yang menyangkut kepentingan rakyat. Spt soal IKN. Jgn sampai rakyat milih 01 hanya liat sosok Pak Aniesnya aja. Cak Imin &amp; PKB sendiri yg rugi nantinya.,netral,    Yup Cak Imin harus sejalan dengan Pak Anies. Apalagi yang menyangkut kepentingan rakyat. Spt soal IKN. Jgn sampai rakyat pilih 01 hanya lihat sosok Pak Aniesnya aja. Cak Imin &amp; PKB sendiri yang rugi nantinya. ,35,iya cak imin sejalan anies penting rakyat ikn rakyat pilih lihat sosok aniesnya cak im pkb rugi
@rameankebulan @idextratime Saya belum yakin mau pilih anies atau muhaimin,netral,   Saya belum yakin mau pilih anies atau muhaimin ,8,pilih anies muhaimin
@haditricoswara @Si_Godzilla @kikysaputrii Argumen lu gini mulu dah bang trus kalo dinklai udh ga punya etika boleh gitu dibiariin berperilaku ga beradab seperi itu? Wkwkwk aneh. DAN TOLONG YA SEJAK KAPAN PRABOWO DIAM?DOI NGATA NGATAIN ORG LAIN GOBLOK D BELKNG ORG NYA D LUAR ACARA DEBAT. 'G' WORD ITU JG G BERADAB SIH.,netral,    Argumen kamu begini terus  sudah bang terus  kalau dinilai sudah tidak punya etika boleh begitu  dibiari berperilaku tidak beradab seperti itu? Wkwkwk aneh. DAN TOLONG YA SEJAK KAPAN PRABOWO DIAM?DOI NGATA NGATAIN ORG LAIN GOBLOK D BELKNG ORG NYA D LUAR ACARA DEBAT. 'G' WORD ITU JG G BERADAB SIH. ,50,argumen bang nilai etika biar berperilaku adab ha aneh tolong iya prabowo diam katai orang bodoh orang nya acara debat adab sih
Gw juga udah yakin Muhaimin pasti digoreng abis2an cuman yang masak Prof Mahfud ternyata dislepetin sama Gibran. Gw pun sampek hari ini belum punya pilihan karena gw rasa begitu mengecewakannya pilihan yang ada.,netral, Gw juga sudah yakin Muhaimin pasti digoreng habis habisan hanya yang masak Prof Mahfud ternyata dislepeti sama Gibran. Gw pun sampai hari ini belum punya pilihan karena saya rasa begitu mengecewakannya pilihan yang ada. ,34,muhaimin goreng habis habis masak profesor mahfud dislepeti gibran pilih kecewa pilih
@gibran_tweet Yuk mas Gibran kita nyeblak cekernya 100 biji yaaa,netral,  Yuk mas Gibran kita seblak cekernya 100 biji ya ,9,ayo mas gibran seblak ceker biji iya
@Cendol468907 @CherylTanzil sudahlah.. si @CherylTanzil itu MUNGKIN mau diculik sama Prabowo dan di***ko*a,netral,   sudahlah.. si  itu MUNGKIN mau diculik sama Prabowo dan di***ko*a ,10,si culik prabowo a
@AnggaPutraF oh Pak Prabowo gak tahan jadi oposisi terus kalo NASDEM? Pilihan cawapres Pak Anies aja diatur atur sampe Mantan Presiden angkat bicara menagih janji manis . Apa ini harus dibiarkan? ,netral,  oh Pak Prabowo tidak tahan jadi oposisi terus kalau NASDEM? Pilihan cawapres Pak Anies saja diatur atur sampai Mantan Presiden angkat bicara menagih janji manis . Apa ini harus dibiarkan?  ,30,oh prabowo tahan oposisi nasdem pilih cawapres anies atur atur mantan presiden angkat bicara tagih janji manis biar
(lanjutan 7) Kalau yang saya lihat dari video di YouTube tersebut sepertinya yang sudah tidak ada adalah Anies dan Muhaimin. Sedangkan Prabowo-Gibran dan Ganjar-Mahfud masih ada di panggung untuk beberapa lama dikerubuti semakin banyak orang.,netral, (lanjutan 7) Kalau yang saya lihat dari video di YouTube tersebut sepertinya yang sudah tidak ada adalah Anies dan Muhaimin. Sedangkan Prabowo-Gibran dan Ganjar-Mahfud masih ada di panggung untuk beberapa lama dikerubuti semakin banyak orang. ,35,lanjut lihat video youtube anies muhaimin prabowo gibran ganjar mahfud panggung kerubut orang
Sing jengene dukung mendukung ngono Ki wajar. Lamuno jagomu kemaki Yo wes biasa muk dukung. Ra sah baper an om. Prabowo sing menang ! Xixixi,netral, Sing jengene dukung mendukung begitu Ki wajar. Lamuno jagomu kemaki Yo wes biasa muk dukung. Ra sah bawa perasaan an om. Prabowo sing menang ! Xixixi ,26,sing jengene dukung dukung ki wajar lamuno jago maki iya wes muk dukung ra sah bawa asa an om prabowo sing menang ha
@TxtdariHI Yang gw tau dari pilgub dki pendukung anies emang underdog survey jauh di bawah ahok Dan pilpres 2019 prabowo unggul di banding jokowi Tapi fakta berkata lain Yang penting amin aja dulu,netral,  Yang saya tahu dari pilgub dki pendukung anies memang yang tidak diunggulkan survei jauh di bawah ahok Dan pilpres 2019 prabowo unggul di banding jokowi Tapi fakta berkata lain Yang penting amin saja dulu ,34,pilgub dki dukung anies unggul survei ahok pilpres prabowo unggul banding jokowi fakta amin
@DPNAminBalad @aniesbaswedan @cakimiNOW Sudah Terbukti Gus Muhaimin Pro Petani,netral,    Sudah Terbukti Gus Muhaimin Pro Petani ,6,bukti gus muhaimin pro petan
@GreenpeaceID Udah sama Anies di Desak Anies Ambon,netral,  Udah sama Anies di Desak Anies Ambon ,7,anies desak anies ambon
Pilihan Pilpres 2024 nomer 1 Anies Baswedan dan Muhaimin Iskandar (AMIN) Kalau pemilu pilih PKS saja,netral, Pilihan Pilpres 2024 nomor 1 Anies Baswedan dan Muhaimin Iskandar (AMIN) Kalau pemilu pilih PKS saja ,16,pilih pilpres nomor anies baswedan muhaimin iskandar amin milu pilih pks
Misi Anies-Muhaimin: Memfasilitasi program pemberdayaan perempuan mendukung kesetaraan gender dan mempromosikan partisipasi perempuan dalam kehidupan politik. #AMINku01,positif, Misi Anies-Muhaimin: Memfasilitasi program pemberdayaan perempuan mendukung kesetaraan gender dan mempromosikan partisipasi perempuan dalam kehidupan politik.  ,16,misi anies muhaimin fasilitas program daya perempuan dukung setara gender mempromosikan partisipasi perempuan hidup politik
